master_metadata_album_artist_name,master_metadata_track_name,danceability,energy,valence,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,key
¥$,FOREVER,0.613,0.3389999999999999,0.292,-14.908,0.0,0.135,0.6779999999999999,0.0,0.166,213.164,5.0
¥$,BOMB,,,,,,,,,,,
Current Joys,California Rain,,,,,,,,,,,
Hippo Campus,baseball,,,,,,,,,,,
Rebounder,Sunset Vision,,,,,,,,,,,
Remi Wolf,Soup,,,,,,,,,,,
Empire Of The Sun,The Feeling You Get,,,,,,,,,,,
Rex Orange County,Guitar Song,,,,,,,,,,,
Bad Suns,Daft Pretty Boys,,,,,,,,,,,
NOHXRT,The Light,0.456,0.989,0.151,-1.644,0.0,0.0991,0.00202,0.251,0.413,148.10399999999998,5.0
Elvis Presley,Can't Help Falling in Love,0.41,0.0485,0.247,-13.918,1.0,0.038,0.947,0.0,0.108,137.97,0.0
Sérgio Mendes,Mas Que Nada - 2011 Rio Version,,,,,,,,,,,
Delegation,It Only Happens,,,,,,,,,,,
The Valdons,Whatcha Gonna Do,,,,,,,,,,,
Thee Sinseers,Seems Like,,,,,,,,,,,
Los Yesterdays,Tell Me I'm Dreaming,,,,,,,,,,,
Menahan Street Band,There's a New Day Coming,,,,,,,,,,,
Mr. Belt & Wezol,I Feel Love,,,,,,,,,,,
prodbykaydaz,I Must Apologize,,,,,,,,,,,
overthxnk,Mr Take Ya Bitch X I must apologize (Jersey Club),,,,,,,,,,,
Chance the Rapper,Bad Boys 2,,,,,,,,,,,
J. Cole,Can't Get Enough,,,,,,,,,,,
Tiësto,Jackie Chan,0.747,0.8340000000000001,0.687,-2.867,0.0,0.045,0.374,0.0,0.0586,128.005,3.0
Keyshia Cole,Last Night,0.5529999999999999,0.563,0.0486,-10.433,1.0,0.0398,0.0214,0.937,0.182,137.99200000000002,11.0
Rita Indiana,Como un Dragón,,,,,,,,,,,
J Balvin,Gaga,,,,,,,,,,,
Bad Bunny,Bichiyal,,,,,,,,,,,
Cash Cobain,slizzy poetry pt. 2 (interlude),,,,,,,,,,,
Cash Cobain,act like,,,,,,,,,,,
Cash Cobain,candle,,,,,,,,,,,
Cash Cobain,some shit,,,,,,,,,,,
Cash Cobain,baddest in the room,,,,,,,,,,,
Travis Scott,Days Before Rodeo: The Prayer,,,,,,,,,,,
Young Thug,Gucci Grocery Bag,,,,,,,,,,,
Travis Scott,Quintana Pt. 2,,,,,,,,,,,
Travis Scott,Drugs You Should Try It,0.358,0.479,0.0395,-8.626,0.0,0.0427,0.8059999999999999,0.00305,0.237,140.05200000000002,1.0
Travis Scott,Don't Play (feat. The 1975 & Big Sean),,,,,,,,,,,
xcstsy,buy it,,,,,,,,,,,
Ramiied,Rental,0.672,0.452,0.514,-7.947,1.0,0.0738,0.1939999999999999,0.0,0.251,164.024,0.0
Brent Faiyaz,LAST ONE LEFT FEAT. MISSY ELLIOTT & LIL GRAY (CHOPNOTSLOP REMIX),,,,,,,,,,,
MC Fioti,Joga O Bum Bum Tam Tam,,,,,,,,,,,
DJ GKR,PEITIN PIKINININ DA BUNDA GRANDONA,,,,,,,,,,,
Heavy Baile,Grelinho de Diamante,,,,,,,,,,,
Dj W-Beatz,B.Y.O.B Rave Da Colombia - REMIX,,,,,,,,,,,
KAYTRANADA,$payforhaiti (feat. Mach-Hommy),,,,,,,,,,,
Will Smith,Miami,0.9,0.52,0.369,-5.059,0.0,0.335,0.00733,0.0,0.122,150.07,6.0
1030Xhris,Blood On The Leaves (Remix),,,,,,,,,,,
J Hus,Nice Body (feat. Jorja Smith),,,,,,,,,,,
J Hus,Militerian (feat. Naira Marley),,,,,,,,,,,
Victony,OHEMA (with Crayon & Bella Shmurda),,,,,,,,,,,
Young Thug,Digits,0.769,0.632,0.294,-4.228,0.0,0.0537,0.0325,0.0,0.1159999999999999,131.93200000000002,10.0
Missy Elliott,She's a Bitch,,,,,,,,,,,
French Montana,Unforgettable,0.726,0.769,0.733,-5.043,1.0,0.123,0.0293,0.0101,0.104,195.97,6.0
Tory Lanez,Lavender Sunflower,,,,,,,,,,,
Ne-Yo,Closer,0.258,0.502,0.0599,-10.923,1.0,0.0591,0.944,0.8540000000000001,0.0986,119.937,9.0
Rihanna,We Found Love,0.735,0.7659999999999999,0.6,-4.485,1.0,0.0383,0.025,0.00138,0.108,127.985,1.0
Galantis,Runaway (U & I),,,,,,,,,,,
Nicki Minaj,Starships,0.747,0.716,0.7509999999999999,-2.457,0.0,0.075,0.135,0.0,0.251,125.008,11.0
Natasha Bedingfield,Unwritten,,,,,,,,,,,
Ida Corr,Let Me Think About It,,,,,,,,,,,
Gunna,Richard Millie Plain,0.7440000000000001,0.674,0.316,-7.518,0.0,0.0641,0.356,0.0,0.128,134.02100000000002,1.0
¥$,STARS,0.509,0.8140000000000001,0.1009999999999999,-4.906000000000001,0.0,0.0374,0.000647,0.583,0.324,150.025,2.0
Juice WRLD,Lightyears (with Young Thug),,,,,,,,,,,
PARTYNEXTDOOR,PEACE OF MIND,0.782,0.367,0.425,-5.28,0.0,0.0548,0.284,0.0,0.0899,198.008,1.0
Lil Gnar,No Regular,,,,,,,,,,,
Lil Tecca,Ransom (with Juice WRLD) - Remix,0.493,0.665,0.385,-6.4270000000000005,0.0,0.366,0.0107,0.0,0.0762,179.982,2.0
KAYTRAMINÉ,Westside,0.812,0.7070000000000001,0.45,-5.013999999999999,0.0,0.3939999999999999,0.0571,0.0,0.102,179.97099999999998,8.0
SoFaygo,The World Is Yours,0.6779999999999999,0.794,0.54,-6.186,0.0,0.14,0.2739999999999999,1.68e-06,0.124,174.748,10.0
Quality Control,Magellanic,,,,,,,,,,,
Moneybagg Yo,Said Sum,0.929,0.667,0.2739999999999999,-6.789,0.0,0.353,0.0185,0.0,0.1,126.998,8.0
Centient,Poco,,,,,,,,,,,
Gavin Rizzo,Solar,,,,,,,,,,,
Little Mix,"Secret Love Song, Pt. II",,,,,,,,,,,
Doja Cat,Ain't Shit,,,,,,,,,,,
Young M.A,PettyWap,0.735,0.715,0.598,-3.777,0.0,0.113,0.802,0.00196,0.196,83.02799999999999,6.0
"Tyler, The Creator",Sometimes...,,,,,,,,,,,
"Tyler, The Creator",November,0.467,0.861,0.124,-2.858,0.0,0.076,0.000292,0.8540000000000001,0.217,140.02100000000002,4.0
"Tyler, The Creator","Enjoy Right Now, Today",,,,,,,,,,,
Future,GOLD STACKS,,,,,,,,,,,
Future,LOVE YOU BETTER,,,,,,,,,,,
Future,CHICKENS (feat. EST Gee),,,,,,,,,,,
Future,WE JUS WANNA GET HIGH,,,,,,,,,,,
Future,VOODOO (feat. Kodak Black),,,,,,,,,,,
Andy Grammer,Fine By Me,,,,,,,,,,,
Nortank,Been Getting Money,,,,,,,,,,,
VanityXO,The Light,0.456,0.989,0.151,-1.644,0.0,0.0991,0.00202,0.251,0.413,148.10399999999998,5.0
Kervodolo,KERVO KUMALA - REMIX,,,,,,,,,,,
Yeat,Outsidë (feat. Young Thug),,,,,,,,,,,
Yeat,Cmon,,,,,,,,,,,
Yeat,Morning mudd,,,,,,,,,,,
Yeat,Got rich,,,,,,,,,,,
Yeat,Lët ya know,,,,,,,,,,,
Yeat,Stayëd tha same,,,,,,,,,,,
Kendrick Lamar,Rich - Interlude,,,,,,,,,,,
Kendrick Lamar,Savior - Interlude,,,,,,,,,,,
Post Malone,Cooped Up (with Roddy Ricch),,,,,,,,,,,
Post Malone,Candy Paint,0.672,0.684,0.428,-5.468,1.0,0.158,0.604,0.0,0.081,180.00799999999998,4.0
Tame Impala,Past Life,0.652,0.563,0.106,-10.942,0.0,0.121,0.0482,0.00573,0.0801,159.921,11.0
Tame Impala,Gossip,,,,,,,,,,,
Tame Impala,'Cause I'm A Man,,,,,,,,,,,
Kanye West,Wake Up Mr. West,,,,,,,,,,,
Juan Luis Guerra 4.40,Burbujas de Amor,,,,,,,,,,,
Juan Luis Guerra 4.40,La Bilirrubina,,,,,,,,,,,
deadrat,Big Bank,,,,,,,,,,,
HBK_SK8,Back Up (remix),,,,,,,,,,,
nezexous,APRIL FOOLS,,,,,,,,,,,
xonnc,CARTIER,,,,,,,,,,,
rags,Patek Swag,,,,,,,,,,,
iann dior,Live Fast Die Numb,,,,,,,,,,,
Maitchhh,The Light,0.456,0.989,0.151,-1.644,0.0,0.0991,0.00202,0.251,0.413,148.10399999999998,5.0
Dan + Shay,All To Myself,0.655,0.8240000000000001,0.6679999999999999,-3.552,1.0,0.0364,0.000802,0.0,0.161,126.008,6.0
Drake,A Keeper,,,,,,,,,,,
Drake,Calling My Name,,,,,,,,,,,
Drake,Flight's Booked,,,,,,,,,,,
Drake,Overdrive,0.401,0.935,0.04,-3.849,0.0,0.174,0.00374,0.205,0.178,131.982,0.0
Drake,Down Hill,,,,,,,,,,,
deadrat,Want To,,,,,,,,,,,
deadrat,Woah,0.7809999999999999,0.7759999999999999,0.3389999999999999,-4.92,1.0,0.0535,0.162,0.000697,0.0928,163.972,9.0
Cochise,"DON'T RUN (feat. Sam Wise, BlazeYL & Mally)",,,,,,,,,,,
00pium !*,Want To,,,,,,,,,,,
Giveon,Let Me Go,0.48,0.863,0.491,-4.914,0.0,0.0385,0.0181,0.0,0.111,183.944,1.0
Giveon,Scarred,,,,,,,,,,,
Giveon,dec 11th,,,,,,,,,,,
Giveon,july 16th,,,,,,,,,,,
Giveon,Lie Again,,,,,,,,,,,
Giveon,Another Heartbreak,,,,,,,,,,,
Giveon,At Least We Tried,,,,,,,,,,,
SZA,I Hate U,,,,,,,,,,,
Harry Styles,Late Night Talking,,,,,,,,,,,
Omar Apollo,Unbothered,0.884,0.445,0.851,-10.58,0.0,0.418,0.222,0.0,0.1119999999999999,125.008,1.0
iGodzilla,Watch This,0.511,0.7709999999999999,0.677,-3.0660000000000003,1.0,0.255,0.00717,0.0,0.162,166.787,1.0
Lmp4tk,Pop Back,,,,,,,,,,,
Zombz,We the 1,,,,,,,,,,,
MrLoonax,K Like Russian,,,,,,,,,,,
Rxval,Laser Truck,,,,,,,,,,,
LilVis,Cartier,,,,,,,,,,,
deadrat,Ain't Going Broke,,,,,,,,,,,
Leakie$,Buffy The Bozo,,,,,,,,,,,
A$AP Ferg,Uzi Gang (feat. Lil Uzi Vert & Marty Baller),,,,,,,,,,,
Drake,God's Plan,0.758,0.4479999999999999,0.373,-9.441,1.0,0.103,0.0309,8.669999999999999e-05,0.5579999999999999,77.176,7.0
Meek Mill,Blue Notes 2 (feat. Lil Uzi Vert),,,,,,,,,,,
Lil Uzi Vert,"Go Off (with Lil Uzi Vert, Quavo & Travis Scott)",,,,,,,,,,,
Lil Uzi Vert,Malfunction,,,,,,,,,,,
BlocBoy JB,Look Alive (feat. Drake),0.922,0.581,0.595,-7.495,1.0,0.27,0.00104,5.86e-05,0.105,140.02200000000002,10.0
Lil Wayne,Uproar,0.743,0.87,0.884,-2.188,1.0,0.212,0.0595,0.0,0.299,198.158,1.0
Lil Baby,Woah,0.7809999999999999,0.7759999999999999,0.3389999999999999,-4.92,1.0,0.0535,0.162,0.000697,0.0928,163.972,9.0
Migos,T-Shirt,0.679,0.657,0.363,-6.222,1.0,0.0423,0.0219,0.0,0.295,173.968,6.0
Big Sean,Blessings,0.7559999999999999,0.521,0.496,-9.182,1.0,0.243,0.635,0.00029,0.103,154.866,7.0
Drake,Nonstop,0.912,0.412,0.423,-8.074,1.0,0.123,0.0165,0.0126,0.104,154.983,7.0
Young Money,Trophies,,,,,,,,,,,
Kevin Gates,2 Phones,0.895,0.6809999999999999,0.5539999999999999,-5.267,0.0,0.358,0.157,0.0,0.1889999999999999,121.918,7.0
Frank Ocean,Solo (Reprise),,,,,,,,,,,
"Tyler, The Creator",GROUP B,0.544,0.718,0.361,-8.286,0.0,0.24,0.0996,0.0,0.2,160.19,5.0
Lunarrr,Rental,0.672,0.452,0.514,-7.947,1.0,0.0738,0.1939999999999999,0.0,0.251,164.024,0.0
DJ EightBit,Dip Uzi,,,,,,,,,,,
Brent Faiyaz,Came Right Back,,,,,,,,,,,
PARTYNEXTDOOR,Belong to the City,,,,,,,,,,,
Tems,Damages (Mixed),,,,,,,,,,,
Juice404,K Like a Russian,,,,,,,,,,,
Trippie Redd,KNIGHT CRAWLER (feat. Juice WRLD),,,,,,,,,,,
Juice WRLD,The Light,0.456,0.989,0.151,-1.644,0.0,0.0991,0.00202,0.251,0.413,148.10399999999998,5.0
Freddie Gibbs,1985,0.606,0.887,0.903,-4.404,1.0,0.0598,0.000242,0.0,0.337,119.974,4.0
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",0.5870000000000001,0.698,0.0985,-8.948,1.0,0.0943,0.0152,0.0,0.442,133.954,1.0
Playboi Carti,Let It Go,0.536,0.311,0.246,-10.396,1.0,0.0288,0.82,1.65e-05,0.107,147.486,1.0
Ambatakum,Everywhere (Cartier),,,,,,,,,,,
"Tyler, The Creator","BOYFRIEND, GIRLFRIEND (2020 Demo) (feat. YG)",,,,,,,,,,,
Pi’erre Bourne,Honeyberry 2,,,,,,,,,,,
EliYu2Krazy,I Swear 2 Gang,,,,,,,,,,,
Chance the Rapper,Smoke Break (feat. Future),0.705,0.4529999999999999,0.283,-8.174,1.0,0.196,0.257,0.0,0.143,124.942,3.0
Ice Spice,In Ha Mood,,,,,,,,,,,
Yeat,Tonka 2,,,,,,,,,,,
Daniel Caesar,Valentina,,,,,,,,,,,
Daniel Caesar,Cool,0.588,0.6579999999999999,0.1169999999999999,-9.978,1.0,0.0366,0.374,0.843,0.0706,206.892,1.0
Daniel Caesar,Shot My Baby,,,,,,,,,,,
Daniel Caesar,Homiesexual (with Ty Dolla $ign),,,,,,,,,,,
Daniel Caesar,Vince Van Gogh,,,,,,,,,,,
Daniel Caesar,Superpowers,,,,,,,,,,,
Daniel Caesar,Unstoppable,,,,,,,,,,,
Daniel Caesar,Please Do Not Lean (feat. BADBADNOTGOOD) - Bonus,,,,,,,,,,,
iann dior,make it right,0.759,0.532,0.701,-7.45,0.0,0.074,0.154,2.21e-06,0.105,146.037,1.0
iann dior,do or die,,,,,,,,,,,
iann dior,myself,0.7390000000000001,0.738,0.233,-8.842,0.0,0.363,0.231,0.0,0.11,158.289,8.0
iann dior,start again,0.68,0.467,0.345,-10.248,1.0,0.0386,0.193,0.619,0.105,132.014,6.0
iann dior,catching up,,,,,,,,,,,
iann dior,memory lane,,,,,,,,,,,
iann dior,liar,0.638,0.522,0.263,-8.652000000000001,1.0,0.0516,0.166,0.0,0.0842,156.078,2.0
iann dior,sweetest demon,,,,,,,,,,,
A$AP Mob,Yamborghini High (feat. Juicy J),0.838,0.765,0.635,-6.299,1.0,0.28,0.0283,1.5e-05,0.0779,137.767,7.0
Lil Uzi Vert,Safe House,,,,,,,,,,,
Travis Scott,Piss On Your Grave (feat. Kanye West),,,,,,,,,,,
DJ MotionFetti,Triple Threat,,,,,,,,,,,
Day$Tar,MISSION TO THE LOOT,,,,,,,,,,,
Metro Boomin,Superhero (Heroes & Villains) - Instrumental,,,,,,,,,,,
Jay Hound,Neaky,,,,,,,,,,,
ParanoidRapper,Stranger,0.434,0.696,0.596,-6.1370000000000005,0.0,0.171,0.6509999999999999,0.0,0.107,149.594,9.0
Frex,Oxford Circus,,,,,,,,,,,
Nia Sultana,Coconut Water,,,,,,,,,,,
Adele,All Night Parking (with Erroll Garner) Interlude,,,,,,,,,,,
Dreamer Boy,Lavender,0.5820000000000001,0.733,0.0459,-7.58,0.0,0.0348,0.174,0.922,0.118,128.017,9.0
Justice Der,90210,0.731,0.264,0.172,-17.323,1.0,0.0422,0.902,0.818,0.106,129.94299999999998,0.0
Dreamer Isioma,Meadows in Japan,,,,,,,,,,,
Faye Webster,In A Good Way,,,,,,,,,,,
Larry Lovestein & The Velvet Revival,Suspicions,,,,,,,,,,,
Mac DeMarco,Gualala,,,,,,,,,,,
Khi Infinite,Keep Your Head Up,,,,,,,,,,,
Drake,Liability,,,,,,,,,,,
Oro Solido,Se Encendio el Beeper,,,,,,,,,,,
Vacations,Away,,,,,,,,,,,
GE3Z,No Munchies 2,,,,,,,,,,,
CHASE B,"Ring Ring (feat. Travis Scott, Don Toliver, Quavo & Ty Dolla $ign)",,,,,,,,,,,
Aminé,WHY?,0.6579999999999999,0.59,0.223,-8.56,1.0,0.298,0.19,0.0106,0.216,152.72899999999998,11.0
Aminé,CHINGY,,,,,,,,,,,
Aminé,DAPPERDAN (feat. G Herbo),,,,,,,,,,,
Aminé,CANTU,,,,,,,,,,,
Aminé,SUGARPARENTS (feat. Rico Nasty),,,,,,,,,,,
Aminé,STFU2,,,,,,,,,,,
Aminé,RATCHET SATURN GIRL,,,,,,,,,,,
Aminé,TOGETHER,0.622,0.375,0.357,-8.115,0.0,0.208,0.469,1.28e-05,0.185,132.887,4.0
Eminem,Godzilla (feat. Juice WRLD),0.8079999999999999,0.745,0.8290000000000001,-5.26,0.0,0.342,0.145,0.0,0.292,165.995,10.0
Common,Glory (From the Motion Picture Selma),,,,,,,,,,,
Black Eyed Peas,Let's Get It Started - Spike Mix,0.785,0.794,0.7829999999999999,-2.197,1.0,0.113,0.103,0.0,0.196,210.0,2.0
Beyoncé,XO,0.725,0.492,0.163,-7.732,0.0,0.0542,0.132,0.0,0.109,153.984,4.0
Mighty Bay,GOOD NEWS (Intro),,,,,,,,,,,
skaiwater,#miles,,,,,,,,,,,
Polo G,Bad Man (Smooth Criminal),,,,,,,,,,,
Cookiee Kawaii,Vibe (If I Back It Up),0.6679999999999999,0.684,0.205,-8.777000000000001,0.0,0.0516,0.00825,0.126,0.134,160.033,7.0
DaBaby,SHAKE SUMN,,,,,,,,,,,
Key Glock,Chromosomes,,,,,,,,,,,
Kay Flock,PSA,0.828,0.643,0.366,-6.436,1.0,0.0993,0.0234,0.00224,0.12,159.02,1.0
ProdByAbnormal,rock ur body slowed n reverb (jersey club),,,,,,,,,,,
G4 Boyz,Birkin,,,,,,,,,,,
skaiwater,eyes - vip mix,,,,,,,,,,,
ProdbyKRI,Get out on the Floor Jersey Club,,,,,,,,,,,
Mvntana,Get Money - Jersey Club,,,,,,,,,,,
Kanii,attachment (she wanna love),,,,,,,,,,,
5Star,Cmonnn (Hit It One Time)(feat. Lay Bankz),,,,,,,,,,,
ProdByAbnormal,rock ur body (jersey club),,,,,,,,,,,
TrvplawdBeats,Right and a Wrong Way (Pitched),,,,,,,,,,,
Kanii,companion (sped up),,,,,,,,,,,
609FREDO,simple and clean pluggnb,,,,,,,,,,,
Prince Raheem,STURDY IN JERSEY,,,,,,,,,,,
DJ Smallz 732,Chicago (Jersey Club),,,,,,,,,,,
Kyle Edwards,No Guidance,,,,,,,,,,,
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black) - Jersey Club Remix,,,,,,,,,,,
KilSoSouth,WAIT FOR U - Jersey Club,,,,,,,,,,,
Kyle Edwards,Ayo (Jersey Club) [feat. DJ Bake],,,,,,,,,,,
fataliitty,Chimp,,,,,,,,,,,
Kali Uchis,In My Dreams,,,,,,,,,,,
Saba,BUSY / SIRENS,0.667,0.465,0.474,-10.337,1.0,0.342,0.471,0.0,0.1009999999999999,133.859,1.0
grouptherapy.,Nasty,0.908,0.894,0.764,-4.604,1.0,0.3289999999999999,0.272,0.0101,0.0801,149.928,1.0
Gunna,back to the moon,,,,,,,,,,,
Gunna,ca$h $hit,,,,,,,,,,,
Gunna,p angels,,,,,,,,,,,
Gunna,born rich,,,,,,,,,,,
Gunna,i was just thinking,,,,,,,,,,,
Natethacloutgawd,Dropped Out (Remix),,,,,,,,,,,
Jordan Ward,BUSSDOWN,0.7959999999999999,0.65,0.569,-7.187,0.0,0.306,0.0264,0.417,0.12,159.964,10.0
Young Thug,Abracadabra (feat. Travis Scott),,,,,,,,,,,
Young Thug,Went Thru It,,,,,,,,,,,
Young Thug,Jonesboro,,,,,,,,,,,
Lyrical Lemonade,Doomsday (with Juice WRLD & Cordae),,,,,,,,,,,
et8,1600,,,,,,,,,,,
brennannocap,ONE MIC CYPHER (4100),,,,,,,,,,,
A$AP Ferg,Jet Lag,0.85,0.8029999999999999,0.433,-3.297,1.0,0.292,0.0085,2.4100000000000003e-05,0.104,169.986,11.0
Lil Uzi Vert,CS,,,,,,,,,,,
Lil Uzi Vert,Werewolf (feat. Bring Me The Horizon),,,,,,,,,,,
Lil Uzi Vert,Days Come and Go,,,,,,,,,,,
Lil Uzi Vert,Rehab,0.497,0.57,0.757,-10.119,1.0,0.2689999999999999,0.154,4.63e-06,0.114,156.84799999999998,2.0
Teyana Taylor,No Manners,,,,,,,,,,,
Teyana Taylor,3Way,,,,,,,,,,,
Teyana Taylor,WTP,,,,,,,,,,,
Metro Boomin,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",,,,,,,,,,,
PARTYNEXTDOOR,Welcome to the Party,0.637,0.723,0.228,-5.547000000000001,1.0,0.091,0.0134,7.87e-05,0.196,143.013,2.0
PARTYNEXTDOOR,Wild Bitches,,,,,,,,,,,
PARTYNEXTDOOR,Relax with Me,,,,,,,,,,,
Drill Archives,4100 One Mic Cypher (Freestyle),,,,,,,,,,,
Lil Gnar,PB&J (feat. Young Nudy),,,,,,,,,,,
faytul,Confide,,,,,,,,,,,
Rags,Patek Swag,,,,,,,,,,,
Jay Amari,Moonwatchers,,,,,,,,,,,
Miguel,Criminal (feat. Rick Ross),,,,,,,,,,,
Miguel,Wolf (feat. Quin),,,,,,,,,,,
Miguel,Harem,,,,,,,,,,,
Miguel,Told You So,,,,,,,,,,,
Miguel,City of Angels,0.6859999999999999,0.541,0.7240000000000001,-4.993,0.0,0.0493,0.042,0.0,0.0675,120.082,0.0
Miguel,Anointed,,,,,,,,,,,
Miguel,Now,0.762,0.919,0.603,-3.378,0.0,0.069,0.295,0.0,0.126,109.971,9.0
Vonicon,Wish You Well,,,,,,,,,,,
justin4L,Hennessy,0.723,0.502,0.669,-9.969,0.0,0.113,0.207,0.0,0.0891,139.99,5.0
Jhené Aiko,calm & patient,,,,,,,,,,,
Dave,UK Rap,,,,,,,,,,,
GloRilla,Tomorrow 2 (with Cardi B),,,,,,,,,,,
That Mexican OT,Johnny Dang (with Paul Wall & DRODi),,,,,,,,,,,
Lil Tecca,Fallin,0.585,0.763,0.132,-9.367,0.0,0.0392,0.258,0.75,0.176,140.02200000000002,8.0
Travis Scott,THANK GOD,,,,,,,,,,,
Travis Scott,SIRENS,,,,,,,,,,,
Travis Scott,K-POP (feat. Bad Bunny & The Weeknd),,,,,,,,,,,
WALK THE MOON,Anna Sun,,,,,,,,,,,
Young the Giant,Apartment,,,,,,,,,,,
Rainbow Kitten Surprise,Devil Like Me,,,,,,,,,,,
Tegan and Sara,Closer,0.258,0.502,0.0599,-10.923,1.0,0.0591,0.944,0.8540000000000001,0.0986,119.937,9.0
Hozier,Jackie and Wilson,,,,,,,,,,,
Ed Sheeran,Grade 8,,,,,,,,,,,
Vampire Weekend,Harmony Hall,,,,,,,,,,,
Milky Chance,Colorado,0.905,0.562,0.507,-7.883999999999999,1.0,0.0662,0.4529999999999999,0.000285,0.13,139.997,8.0
Paris Hilton,Stars Are Blind,,,,,,,,,,,
Bad Bunny,Moscow Mule,,,,,,,,,,,
Bad Bunny,Después de la Playa,,,,,,,,,,,
ROSALÍA,BESO,,,,,,,,,,,
ROSALÍA,DESPECHÁ,,,,,,,,,,,
Metro Boomin,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",,,,,,,,,,,
Metro Boomin,"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",,,,,,,,,,,
AMP,"Freshman 23, Pt. 2",,,,,,,,,,,
Trippie Redd,Left 4 Dead,0.539,0.8440000000000001,0.507,-4.664,1.0,0.209,0.0485,0.0,0.604,162.01,6.0
Bad Bunny,Me Porto Bonito,,,,,,,,,,,
Bad Bunny,Tití Me Preguntó,,,,,,,,,,,
Wisin & Yandel,Estoy Enamorado,,,,,,,,,,,
Bad Bunny,Un Ratito,,,,,,,,,,,
Bad Bunny,Yo No Soy Celoso,,,,,,,,,,,
Bad Bunny,Neverita,,,,,,,,,,,
Bad Bunny,La Corriente,,,,,,,,,,,
Bad Bunny,Party,,,,,,,,,,,
Bad Bunny,Aguacero,,,,,,,,,,,
Bad Bunny,Enséñame a Bailar,,,,,,,,,,,
Bad Bunny,Dos Mil 16,,,,,,,,,,,
Bad Bunny,El Apagón,,,,,,,,,,,
Bad Bunny,Otro Atardecer,,,,,,,,,,,
Bad Bunny,Andrea,,,,,,,,,,,
Bad Bunny,Me Fui de Vacaciones,,,,,,,,,,,
Bad Bunny,Un Verano Sin Ti,,,,,,,,,,,
Bad Bunny,Callaita,,,,,,,,,,,
Sukoqu,Tooteres,,,,,,,,,,,
Helder Oliveira,pissy pamper,,,,,,,,,,,
Offset,WORTH IT (feat. Don Toliver),,,,,,,,,,,
Drake,BBL Love - Interlude,,,,,,,,,,,
JaidynAlexis,Barbie,,,,,,,,,,,
Drake,Screw The World - Interlude,,,,,,,,,,,
Kyle Richh,Jenn Jenn Jenn,,,,,,,,,,,
Yeat,Talk,0.93,0.55,0.3929999999999999,-5.959,1.0,0.157,0.089,0.0,0.111,187.988,11.0
Adonis,My Man Freestyle,,,,,,,,,,,
Offset,ON THE RIVER,,,,,,,,,,,
Offset,BROAD DAY (feat. Future),,,,,,,,,,,
Offset,FAN,,,,,,,,,,,
Madoniz,Oxygen,0.6940000000000001,0.514,0.136,-11.063,0.0,0.0449,0.0336,0.000164,0.115,120.011,1.0
CashinTiliDie,Houdini,0.5760000000000001,0.504,0.1689999999999999,-10.556,1.0,0.0302,0.0014199999999999,1.05e-05,0.1119999999999999,129.903,7.0
Vanity.,Wish You Well,,,,,,,,,,,
Crayon,Ijo (Laba Laba),,,,,,,,,,,
shiftxy999,Juzi,,,,,,,,,,,
Nix Northwest,Sun In My Eyes,,,,,,,,,,,
Namani,Bounce,0.628,0.618,0.362,-8.4,0.0,0.313,0.0113,0.0,0.109,110.007,5.0
Nokia Mansion,STACY,,,,,,,,,,,
George Symonds,Sunshine On Me,,,,,,,,,,,
dialE,London Lights,,,,,,,,,,,
dialE,Dreams,0.374,0.449,0.0374,-14.275,0.0,0.0325,0.469,0.921,0.1009999999999999,139.591,4.0
2nd Exit,Intro - 2 Bars,,,,,,,,,,,
namesbliss,Yes!,,,,,,,,,,,
dialE,Cruising All Night,,,,,,,,,,,
00ab,Senses!,,,,,,,,,,,
Deema,Cat Food,,,,,,,,,,,
dialE,Like E,,,,,,,,,,,
Finn Foxell,Piece of Mind,,,,,,,,,,,
Brandon Nembhard,Home,0.6559999999999999,0.535,0.143,-7.468999999999999,1.0,0.0309,0.203,1.07e-05,0.114,115.012,6.0
Saiming,Night Tube,,,,,,,,,,,
Barney Artist,LOFI BROTHER IN A LOCKDOWN,,,,,,,,,,,
IZCO,No Older,,,,,,,,,,,
RUBII,Loner (interlude),,,,,,,,,,,
Loraxx,Cadillac Music,,,,,,,,,,,
Brent Faiyaz,Dawged Em Skit,,,,,,,,,,,
PinkPantheress,I Must Apologise - Sango Remix,,,,,,,,,,,
Troye Sivan,Got Me Started,,,,,,,,,,,
Queen Naija,Hate Our Love (with Big Sean),,,,,,,,,,,
Rihanna,Kiss It Better,0.619,0.8059999999999999,0.877,-4.8,0.0,0.0483,0.272,0.0,0.0671,190.0,3.0
Boinas,Low,0.92,0.589,0.317,-5.79,0.0,0.154,0.105,0.0,0.192,128.002,10.0
Camidoh,Sugarcane - Remix,,,,,,,,,,,
Dave,System (feat. WizKid),,,,,,,,,,,
Headband Andy,I must apologize,,,,,,,,,,,
Voidead,The 41 Cypher,,,,,,,,,,,
Lil Tecca,TEC,,,,,,,,,,,
