master_metadata_album_artist_name,master_metadata_track_name,danceability,energy,valence,loudness,mode,speechiness,acousticness,instrumentalness,liveness,tempo,key
Frank Ocean,Pink + White,0.544,0.552,0.5539999999999999,-7.45,1.0,0.0991,0.67,4.57e-05,0.415,159.738,9.0
Steve Lacy,2Gether (Enterlude),,,,,,,,,,,
Steve Lacy,Amber,,,,,,,,,,,
Kendrick Lamar,N95,,,,,,,,,,,
Don Toliver,5X,,,,,,,,,,,
Day$Tar,Mission To The Loot,,,,,,,,,,,
Kanye West,Jesus Walks,0.427,0.8440000000000001,0.716,-4.597,0.0,0.427,0.578,0.0,0.284,85.346,3.0
Lil Uzi Vert,I KNOW,0.807,0.665,0.557,-5.249,0.0,0.276,0.0919,0.0,0.0788,164.96400000000003,5.0
Kendrick Lamar,Die Hard,,,,,,,,,,,
Strapped Leaks,Cold Day,,,,,,,,,,,
Playboi Carti,Ain't Doin That,,,,,,,,,,,
Young Nudy,Influencer,,,,,,,,,,,
Future,Moment of Clarity,,,,,,,,,,,
Cochise,Knicks,,,,,,,,,,,
Cordae,Super,,,,,,,,,,,
"Tyler, The Creator",BEST INTEREST,0.596,0.575,0.34,-8.325,0.0,0.0514,0.0861,0.000153,0.3339999999999999,196.53,11.0
Solange,Almeda,,,,,,,,,,,
SZA,Miles,,,,,,,,,,,
Steve Lacy,Some,0.784,0.5539999999999999,0.634,-6.417000000000001,1.0,0.03,0.00548,0.254,0.0995,208.02,7.0
"Tyler, The Creator",EARFQUAKE,0.5539999999999999,0.498,0.413,-8.866,1.0,0.0685,0.23,5.98e-06,0.795,79.635,9.0
SZA,Go Gina,,,,,,,,,,,
Tierra Whack,Hookers,,,,,,,,,,,
Bruno Mars,Smokin Out The Window,,,,,,,,,,,
SZA,Percolator,,,,,,,,,,,
Steve Lacy,Ryd,0.784,0.94,0.979,-7.327000000000001,0.0,0.054,0.0716,0.000171,0.133,137.003,9.0
Tierra Whack,Flea Market,,,,,,,,,,,
SZA,Anything,0.6729999999999999,0.42,0.693,-10.74,1.0,0.457,0.8059999999999999,0.0,0.3389999999999999,195.762,7.0
Steve Lacy,Infrunami,,,,,,,,,,,
Brent Faiyaz,All I Want,0.342,0.981,0.207,-3.228,0.0,0.14,2.53e-05,0.0,0.3429999999999999,160.083,2.0
A$AP Rocky,Brand New Guy (feat. ScHoolboy Q),,,,,,,,,,,
Cochise,FINALLY,0.77,0.449,0.452,-8.783,1.0,0.358,0.472,0.0,0.107,130.092,0.0
Baby Keem,gorgeous,0.8390000000000001,0.687,0.281,-6.648,1.0,0.0493,0.0319,9.62e-06,0.2,200.054,0.0
Cafuné,Tek It,,,,,,,,,,,
The 1975,It's Not Living (If It's Not With You),,,,,,,,,,,
The 1975,She Way Out,,,,,,,,,,,
Christina Perri,a thousand years,0.421,0.407,0.161,-7.445,1.0,0.0267,0.309,0.0009609999999999,0.11,139.028,10.0
Aminé,Dididumduhduh,,,,,,,,,,,
Baby Keem,durag activity (with Travis Scott),,,,,,,,,,,
PinkPantheress,Where You Are (feat. WILLOW),,,,,,,,,,,
Lil Keed,Intro,0.355,0.221,0.0398,-19.374,0.0,0.0557,0.231,0.909,0.109,91.98,8.0
Don Toliver,Way Bigger,,,,,,,,,,,
The Kid LAROI,PIKACHU,0.701,0.4639999999999999,0.359,-8.952,1.0,0.1009999999999999,0.773,0.755,0.119,140.955,5.0
Cochise,Totoro,,,,,,,,,,,
Lil 1 DTE,Homixide (feat. Playboi Carti),,,,,,,,,,,
SZA,Hit Different,0.679,0.516,0.716,-6.371,0.0,0.0452,0.1989999999999999,0.0,0.0965,120.074,0.0
Sonder,Baldwin Park,,,,,,,,,,,
Tame Impala,Eventually,,,,,,,,,,,
Lil Dark Shot,Movie,0.643,0.773,0.474,-3.422,0.0,0.336,0.295,0.0,0.0833,143.273,10.0
Cochise,PROFESSOR PROFESSOR,,,,,,,,,,,
Lil Keed,Hibachi (feat. Young Thug),,,,,,,,,,,
Kendrick Lamar,Count Me Out,0.835,0.637,0.7120000000000001,-6.582000000000001,0.0,0.271,0.4029999999999999,0.0,0.142,102.039,4.0
DJ Khaled,Juice WRLD DID (feat. Juice WRLD),,,,,,,,,,,
Trippie Redd,No Honorable Mention (feat. Quavo and Lil Mosey),0.718,0.643,0.469,-6.939,0.0,0.216,0.0876,0.0,0.124,156.039,8.0
Young Nudy,No Clue (feat. Lil Yachty),,,,,,,,,,,
Lil Duval,Black Men Don't Cheat (feat. Charlamagne tha God),,,,,,,,,,,
Desto,Lunchroom (feat. Lil Uzi Vert),,,,,,,,,,,
Giveon,Lost Me,,,,,,,,,,,
Don Toliver,You (feat. Travis Scott),,,,,,,,,,,
BØRNS,Seeing Stars,,,,,,,,,,,
Yeat,Flawlëss (feat. Lil Uzi Vert),,,,,,,,,,,
Yeat,Up off X,,,,,,,,,,,
Yeat,Out thë way,,,,,,,,,,,
Yeat,Wat it feel lykë,,,,,,,,,,,
Yeat,Got it all,,,,,,,,,,,
Lil Tecca,BANK TELLER (with Lil Yachty),,,,,,,,,,,
iann dior,V12 (feat. Lil Uzi Vert),,,,,,,,,,,
Baby Keem,scapegoats,,,,,,,,,,,
Yung $hebeel,Woah,0.7809999999999999,0.7759999999999999,0.3389999999999999,-4.92,1.0,0.0535,0.162,0.000697,0.0928,163.972,9.0
Pharrell Williams,Cash In Cash Out,,,,,,,,,,,
Cochise,Usopp,,,,,,,,,,,
Cochise,GRIND,,,,,,,,,,,
Lil Keed,Pull Up (feat. Lil Uzi Vert & YNW Melly),0.873,0.452,0.585,-7.124,0.0,0.369,0.0474,0.0,0.0495,77.031,0.0
Aminé,Sh!t2Luz,,,,,,,,,,,
Carnage,Mase in '97,0.684,0.785,0.486,-3.903,1.0,0.2739999999999999,0.308,2.69e-05,0.15,143.84,11.0
Future,FOR A NUT (feat. Gunna & Young Thug),,,,,,,,,,,
Nigo,Heavy (with Lil Uzi Vert),,,,,,,,,,,
Diplo,Wish,0.57,0.903,0.603,-4.835,1.0,0.0905,0.0748,0.0,0.1989999999999999,93.943,9.0
"Tyler, The Creator",435,0.539,0.804,0.7979999999999999,-5.504,0.0,0.172,0.00247,0.000185,0.4629999999999999,171.50400000000002,10.0
Steve Lacy,Basement Jack,,,,,,,,,,,
"Tyler, The Creator",OKRA,0.589,0.57,0.441,-9.54,1.0,0.361,0.0456,1.51e-06,0.1369999999999999,136.203,1.0
Travis Scott,ASTROTHUNDER,0.7,0.46,0.286,-8.111,0.0,0.0661,0.142,4.81e-05,0.111,151.901,4.0
Steve Lacy,Only If,,,,,,,,,,,
The 1975,Settle Down,0.777,0.545,0.764,-9.6,0.0,0.042,0.131,0.0033,0.0937,126.022,9.0
The 1975,Heart Out,,,,,,,,,,,
Wallows,OK,,,,,,,,,,,
Vacations,Friends,0.604,0.564,0.15,-10.211,1.0,0.1169999999999999,0.909,0.928,0.0883,119.95,0.0
Yot Club,Japan,0.733,0.6779999999999999,0.841,-7.771,1.0,0.4379999999999999,0.121,0.0,0.344,175.985,6.0
Bleachers,I Wanna Get Better,,,,,,,,,,,
Kanye West,The New Workout Plan,,,,,,,,,,,
Gunna,P power (feat. Drake),,,,,,,,,,,
iann dior,18,0.632,0.629,0.207,-5.935,1.0,0.258,0.183,0.0,0.344,179.882,2.0
A$AP Rocky,Trilla (feat. A$AP Nast & A$AP Twelvyy),,,,,,,,,,,
Drake,N 2 Deep,,,,,,,,,,,
iann dior,hopeless romantic (feat. Travis Barker),,,,,,,,,,,
The Kid LAROI,NOT FAIR (feat. Corbin),,,,,,,,,,,
Ski Mask The Slump God,Burn The Hoods,0.871,0.715,0.3779999999999999,-7.827999999999999,0.0,0.147,0.196,0.0,0.14,150.955,3.0
Lil Skies,Riot,0.509,0.542,0.151,-8.027000000000001,0.0,0.442,0.019,0.00639,0.23,195.534,3.0
Monaleo,We Not Humping - Remix,,,,,,,,,,,
Flo Milli,Conceited,,,,,,,,,,,
Lil Tecca,INVESTIGATION,,,,,,,,,,,
Lord Huron,Ends of the Earth,,,,,,,,,,,
Young Thug,Hop Off A Jet (feat. Travis Scott),0.823,0.476,0.353,-8.951,1.0,0.242,0.0115,0.0,0.213,144.998,7.0
Hippo Campus,South,,,,,,,,,,,
Quality Control,Big Rocks (Offset feat. Young Thug),,,,,,,,,,,
Kendrick Lamar,Worldwide Steppers,,,,,,,,,,,
SZA,Supermodel,0.612,0.442,0.253,-8.874,1.0,0.289,0.6509999999999999,0.0,0.26,119.235,6.0
SZA,Doves In The Wind (feat. Kendrick Lamar),0.6920000000000001,0.713,0.615,-4.489,0.0,0.351,0.3429999999999999,0.0,0.102,137.36,10.0
Gunna,idk that bitch (feat. G Herbo),,,,,,,,,,,
SoFaygo,Hang With The Goats,,,,,,,,,,,
Gunna,poochie gown,,,,,,,,,,,
"James ""The Organist"" Nelson",Meet the Mets - New York Mets,,,,,,,,,,,
Bruno Mars,Put On A Smile,,,,,,,,,,,
NAV,Don't Need Friends (feat. Lil Baby),,,,,,,,,,,
Lil Yachty,For Hot 97,,,,,,,,,,,
DRIVING WHILE BLACK,BENTLEY COUPE,,,,,,,,,,,
Tame Impala,Yes I'm Changing,,,,,,,,,,,
coldoutlay,Big Bank,,,,,,,,,,,
NAV,Young Wheezy (with Gunna),,,,,,,,,,,
Coast Modern,Dive,0.619,0.778,0.078,-5.152,1.0,0.0388,0.0487,0.078,0.246,134.985,2.0
Kanye West,Father Stretch My Hands Pt. 1,0.7120000000000001,0.57,0.37,-4.386,1.0,0.0564,0.135,1.48e-06,0.544,113.088,7.0
Frank Ocean,Novacane,0.65,0.675,0.2319999999999999,-6.2,0.0,0.0704,0.0337,1.39e-05,0.161,190.086,5.0
Isaiah Rashad,Score (feat. SZA & 6LACK),,,,,,,,,,,
Rihanna,Same Ol’ Mistakes,,,,,,,,,,,
Frank Ocean,Pyramids,,,,,,,,,,,
Rihanna,James Joint,,,,,,,,,,,
A$AP Mob,"RAF (feat. A$AP Rocky, Playboi Carti, Quavo, Lil Uzi Vert & Frank Ocean)",0.848,0.6629999999999999,0.3329999999999999,-5.606,0.0,0.245,0.523,0.0,0.108,133.993,8.0
Quincy Jones,Razzamatazz,,,,,,,,,,,
Maitchhh,Watch This,0.511,0.7709999999999999,0.677,-3.0660000000000003,1.0,0.255,0.00717,0.0,0.162,166.787,1.0
Young Thug,Millions,0.942,0.531,0.74,-7.51,1.0,0.215,0.00236,0.000106,0.0812,198.054,1.0
Lil Yachty,SB 2021 (feat. Sada Baby),,,,,,,,,,,
Trippie Redd,Hate Me,0.574,0.747,0.5670000000000001,-8.801,1.0,0.361,0.04,0.0,0.934,160.143,9.0
Drake,The Remorse,,,,,,,,,,,
Juice WRLD,Go Hard,0.64,0.883,0.379,-4.011,0.0,0.0497,0.00866,0.0,0.488,130.005,5.0
MEXCARTI,Shawty in Love,,,,,,,,,,,
Miguel,Sky Walker (feat. Travis Scott),0.674,0.506,0.183,-10.532,1.0,0.0434,0.173,0.0,0.0866,145.965,6.0
Blacc Zacc,Bang (feat. DaBaby),,,,,,,,,,,
Lil Yachty,WHOLE lotta GUAP,,,,,,,,,,,
NAV,NAVUZIMETRO#PT2,,,,,,,,,,,
Azaz'el,K Like A Russian,,,,,,,,,,,
A$AP Rocky,Jukebox Joints (feat. Joe Fox & Kanye West),0.284,0.8029999999999999,0.5529999999999999,-5.292999999999999,0.0,0.173,0.302,0.0,0.242,135.072,2.0
The 1975,Chocolate,,,,,,,,,,,
Sonder,What You Heard,0.429,0.371,0.135,-9.017,0.0,0.0327,0.546,5.71e-06,0.104,137.134,2.0
The 1975,Somebody Else,0.618,0.7929999999999999,0.4589999999999999,-5.711,1.0,0.0601,0.204,0.0154,0.126,202.03,0.0
Smino,Wild Irish Roses,0.639,0.295,0.634,-11.237,0.0,0.544,0.5539999999999999,3.09e-05,0.3,173.894,0.0
Young Thug,Contagious,,,,,,,,,,,
Kid Cudi,Rose Golden,0.594,0.762,0.588,-7.951,0.0,0.0899,0.426,0.0,0.085,139.93200000000002,9.0
Clairo,Amoeba,,,,,,,,,,,
"Tyler, The Creator",She,0.3329999999999999,0.28,0.276,-12.87,1.0,0.032,0.427,1.88e-06,0.13,130.876,1.0
A$AP Rocky,Purity (feat. Frank Ocean),0.593,0.37,0.312,-11.674,0.0,0.397,0.8320000000000001,0.0,0.108,135.391,11.0
Hotel Ugly,Mice City,,,,,,,,,,,
Jhené Aiko,Bed Peace,,,,,,,,,,,
Don Toliver,2AM,,,,,,,,,,,
Maybach,been gettin' money,,,,,,,,,,,
Bjsjcbsbck,Shrooms,,,,,,,,,,,
Drake,Girls Want Girls (with Lil Baby),,,,,,,,,,,
intodavoid,Cancun,,,,,,,,,,,
A$AP Ferg,"New Level REMIX (feat. Future, A$AP Rocky & Lil Uzi Vert)",,,,,,,,,,,
Kendrick Lamar,Silent Hill,,,,,,,,,,,
Drake,All Me,,,,,,,,,,,
Maybach,april fools,,,,,,,,,,,
HYPBOi ; CHE,Money Power Respect (Remix),,,,,,,,,,,
Gunna,alotta cake,,,,,,,,,,,
J. Cole,p r i d e . i s . t h e . d e v i l (with Lil Baby),,,,,,,,,,,
Aminé,Colors,0.619,0.948,0.317,-4.384,0.0,0.2269999999999999,0.231,5.15e-05,0.155,194.936,6.0
Flock.,Watch This,0.511,0.7709999999999999,0.677,-3.0660000000000003,1.0,0.255,0.00717,0.0,0.162,166.787,1.0
Baby Keem,range brothers (with Kendrick Lamar),,,,,,,,,,,
Lil Uzi Vert,Just Wanna Rock,,,,,,,,,,,
21 Savage,can't leave without it,0.872,0.591,0.696,-6.952000000000001,0.0,0.359,0.111,0.0,0.144,131.982,6.0
Beast Coast,Distance (feat. Issa Gold & Erick The Architect),0.784,0.606,0.267,-7.726,1.0,0.125,0.003,0.0,0.1009999999999999,118.965,2.0
HoodRich Pablo Juan,Just Vibe (feat. Gunna),,,,,,,,,,,
Beast Coast,"It Ain't Easy, It Ain't Easy (feat. Nyck Caution, Kirk Knight, CJ Fly & AKTHESAVIOR)",0.809,0.597,0.327,-7.428,0.0,0.2019999999999999,0.0429,4.5e-05,0.1169999999999999,142.011,10.0
EL Sougias,The Light,0.456,0.989,0.151,-1.644,0.0,0.0991,0.00202,0.251,0.413,148.10399999999998,5.0
Dom Kennedy,Lovers Anonymous,,,,,,,,,,,
Baby Keem,Baby Keem,,,,,,,,,,,
"Tyler, The Creator",Potato Salad,0.5379999999999999,0.612,0.684,-6.02,1.0,0.424,0.308,0.0,0.213,168.197,2.0
21 Savage,ball w/o you,0.892,0.633,0.4589999999999999,-7.471,1.0,0.0902,0.0467,0.0001889999999999,0.139,137.994,8.0
Tems,Found (feat. Brent Faiyaz),,,,,,,,,,,
Rex Orange County,"OPEN A WINDOW (feat. Tyler, The Creator)",,,,,,,,,,,
TWENTY88,London Bridge,0.769,0.609,0.633,-5.894,1.0,0.357,0.216,0.0,0.166,181.902,1.0
24kGoldn,Breath Away,,,,,,,,,,,
Tay-K,Lemonade,0.7440000000000001,0.385,0.228,-8.129,0.0,0.602,0.104,2.43e-05,0.124,160.033,6.0
Trippie Redd,6 Kiss,0.687,0.449,0.2289999999999999,-10.061,1.0,0.154,0.109,0.0,0.282,142.048,2.0
Miguel,Come Through and Chill (feat. J. Cole & Salaam Remi),0.461,0.653,0.588,-8.617,1.0,0.327,0.158,0.0,0.1969999999999999,163.256,6.0
bLAck pARty,I Love You More Than You Know (feat. Childish Gambino),,,,,,,,,,,
Nardo Wick,Wicked Freestyle,,,,,,,,,,,
Young Thug,Insure My Wrist (with Gunna),,,,,,,,,,,
Pap Chanel,Gucci Bucket Hat (with Future) (feat. Herion Young),,,,,,,,,,,
Quavo,Two Infinity Links,,,,,,,,,,,
Huncho Jack,Motorcycle Patches,0.868,0.657,0.436,-4.853,1.0,0.113,0.0158,0.0,0.0995,162.86700000000002,8.0
tenraq,Cash Shit,,,,,,,,,,,
Young Nudy,Sunflower Seeds,0.927,0.486,0.352,-7.236000000000001,1.0,0.309,0.319,1.8100000000000003e-05,0.0973,136.966,10.0
Nardo Wick,Me or Sum (feat. Future & Lil Baby),,,,,,,,,,,
Moneybagg Yo,Wockesha,,,,,,,,,,,
Lil Wayne,Anti-Hero (feat. Lil Tecca),,,,,,,,,,,
Culture Jam,Waves,0.59,0.57,0.0424,-4.371,1.0,0.0378,0.0425,6.07e-06,0.332,192.038,10.0
SSGKobe,Proud,0.516,0.619,0.21,-7.563,1.0,0.0354,0.0491,0.00303,0.259,150.031,5.0
Huncho Jack,Black & Chinese,0.6679999999999999,0.8440000000000001,0.33,-4.151,1.0,0.0956,0.00389,0.00879,0.119,159.108,1.0
NAV,Minute,0.68,0.5489999999999999,0.29,-8.277000000000001,0.0,0.244,0.0919,7.140000000000001e-05,0.5479999999999999,162.874,5.0
Cochise,MR.PROFESSOR,,,,,,,,,,,
Sainté,Summer Is Blue,,,,,,,,,,,
ghön,Houdini,0.5760000000000001,0.504,0.1689999999999999,-10.556,1.0,0.0302,0.0014199999999999,1.05e-05,0.1119999999999999,129.903,7.0
Frank Ocean,Nights,0.539,0.7959999999999999,0.14,-9.519,1.0,0.1159999999999999,0.406,0.391,0.0843,115.01,5.0
Offset,54321,,,,,,,,,,,
Steve Lacy,Sunshine (feat. Fousheé),,,,,,,,,,,
DP Beats,Bandz (Bye Bye Birdie) (feat. Lil Uzi Vert),0.7,0.562,0.152,-12.717,1.0,0.0866,0.0279999999999999,0.0,0.114,150.039,1.0
Joey Bada$$,Show Me,0.433,0.805,0.158,-7.71,0.0,0.0356,6.24e-06,0.716,0.552,170.032,9.0
redveil,pg baby,,,,,,,,,,,
Hotel Ugly,Stevie Doesn't Wonder,,,,,,,,,,,
SZA,Awkward,0.48,0.7759999999999999,0.6629999999999999,-8.666,0.0,0.305,0.2269999999999999,0.0265,0.196,153.78,5.0
Kanye West,Devil In A New Dress,0.435,0.76,0.206,-4.935,0.0,0.0721,0.0175,0.0,0.158,160.164,8.0
Travis Scott,sdp interlude,0.507,0.586,0.588,-8.15,0.0,0.0586,0.599,0.0544,0.118,108.164,0.0
Wiki,All I Need,,,,,,,,,,,
Casey Veggies,RIP,,,,,,,,,,,
The 1975,If I Believe You,,,,,,,,,,,
Chase Shakur,too far close,,,,,,,,,,,
Kali Uchis,Just A Stranger (feat. Steve Lacy),0.745,0.672,0.6409999999999999,-5.738,1.0,0.0346,0.127,0.0,0.103,108.031,9.0
Childish Gambino,Les,,,,,,,,,,,
Travis Scott,Maria I'm Drunk (feat. Justin Bieber & Young Thug),0.648,0.631,0.142,-5.662000000000001,0.0,0.103,0.377,0.0,0.12,105.989,4.0
Daniel Caesar,CYANIDE,0.675,0.92,0.1119999999999999,-6.142,1.0,0.41,0.00596,0.0184,0.8079999999999999,154.939,8.0
Dominic Fike,Babydoll,,,,,,,,,,,
Steve Lacy,Give You the World,,,,,,,,,,,
A$AP Ferg,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",0.737,0.597,0.4479999999999999,-7.332999999999999,1.0,0.118,0.292,0.0,0.13,92.049,7.0
Young the Giant,Cough Syrup,,,,,,,,,,,
Riovaz,I Feel Fantastic,,,,,,,,,,,
Saba,an Interlude Called “Circus” (feat. Eryn Allen Kane),,,,,,,,,,,
Kendrick Lamar,Father Time (feat. Sampha),,,,,,,,,,,
Riovaz,you're a parasite,,,,,,,,,,,
Earl Sweatshirt,Sunday (feat. Frank Ocean),0.716,0.568,0.905,-8.904,1.0,0.212,0.278,1.98e-06,0.385,136.894,2.0
Childish Gambino,"12.38 (feat. 21 Savage, Ink & Kadhja Bonet)",,,,,,,,,,,
Vacations,Honey,0.831,0.5579999999999999,0.342,-8.956,1.0,0.276,0.267,0.0376,0.1,190.032,0.0
Summer Walker,No Love (with SZA),,,,,,,,,,,
Doechii,Persuasive (with SZA),,,,,,,,,,,
A$AP Rocky,Sundress,0.721,0.7070000000000001,0.743,-6.364,1.0,0.0595,0.181,3.68e-06,0.143,125.005,6.0
SiR,New Sky (feat. Kadhja Bonet),,,,,,,,,,,
Future,Solo,0.736,0.718,0.682,-3.605,1.0,0.0299,0.206,0.0,0.186,130.05700000000002,11.0
DJ Khaled,BEAUTIFUL (feat. Future & SZA),,,,,,,,,,,
Frank Ocean,Pink Matter,0.392,0.233,0.494,-11.012,0.0,0.0587,0.951,0.000322,0.106,176.56900000000002,11.0
redveil,Soulfood,0.497,0.765,0.675,-5.53,0.0,0.0769,0.299,7.56e-05,0.795,134.308,5.0
Childish Gambino,III. Urn,,,,,,,,,,,
Drake,Teenage Fever,0.7659999999999999,0.283,0.144,-10.33,0.0,0.0846,0.111,0.0172,0.115,194.08,8.0
Autumn!,One Way!,,,,,,,,,,,
Hotel Ugly,Shut up My Moms Calling,,,,,,,,,,,
Ski Mask The Slump God,OOGA BOOGA!,,,,,,,,,,,
Miguel,Girl With The Tattoo Enter.lewd,,,,,,,,,,,
TimeRuns,Walk in,,,,,,,,,,,
G Herbo,Shordie (with Gunna),,,,,,,,,,,
Opium Records,Want To,,,,,,,,,,,
Travis Scott,sweet sweet,,,,,,,,,,,
Baby Keem,no sense,,,,,,,,,,,
Baby Keem,a life of pain,,,,,,,,,,,
Baby Keem,killstreaks (with Don Toliver & PinkPantheress),,,,,,,,,,,
Baby Keem,patience interlude,,,,,,,,,,,
Baby Keem,naked freestyle,,,,,,,,,,,
Baby Keem,fine china,0.6559999999999999,0.542,0.551,-7.358,1.0,0.3229999999999999,0.0484,0.0,0.106,166.11,7.0
Baby Keem,highway 95,,,,,,,,,,,
Baby Keem,bank account (with Lil Uzi Vert),,,,,,,,,,,
Trippie Redd,Ain’t Safe (feat. Don Toliver),,,,,,,,,,,
Juice WRLD,In My Head,0.762,0.748,0.851,-4.15,0.0,0.033,0.0266,0.0,0.348,110.009,0.0
SZA,Shirt,,,,,,,,,,,
Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,,,,,,,,,,,
Lil Baby,Real Spill,,,,,,,,,,,
Lil Baby,Stand On It,,,,,,,,,,,
Lil Baby,Pop Out (feat. Nardo Wick),,,,,,,,,,,
Lil Baby,Heyy,,,,,,,,,,,
Lil Baby,California Breeze,,,,,,,,,,,
Lil Baby,Perfect Timing,0.617,0.7659999999999999,0.358,-5.709,1.0,0.265,0.195,0.0,0.241,155.172,5.0
Lil Baby,Never Hating (feat. Young Thug),,,,,,,,,,,
Lil Baby,Forever (feat. Fridayy),,,,,,,,,,,
Lil Baby,Not Finished,,,,,,,,,,,
Lil Baby,In A Minute,,,,,,,,,,,
Lil Baby,Waterfall Flow,,,,,,,,,,,
Lil Baby,Everything,0.607,0.685,0.635,-9.441,1.0,0.0347,0.193,0.0,0.12,145.0,6.0
Lil Baby,From Now On (feat. Future),,,,,,,,,,,
Lil Baby,Double Down,,,,,,,,,,,
Lil Baby,Cost To Be Alive (feat. Rylo Rodriguez),,,,,,,,,,,
Lil Baby,Top Priority,,,,,,,,,,,
Vlone Thugg,Slippy,,,,,,,,,,,
lilpeter24,What U Like,,,,,,,,,,,
lilpeter24,Without It 2,,,,,,,,,,,
lilpeter24,Faculty,,,,,,,,,,,
yan*,OUR DESTINY*,,,,,,,,,,,
Jason Aldean,You Make It Easy,,,,,,,,,,,
Beast Coast,"One More Round (feat. Meechy Darko, Erick The Architect & Nyck Caution)",0.799,0.5539999999999999,0.703,-9.575,1.0,0.0956,0.235,0.0,0.141,125.035,1.0
tripl9,K Like A Russian,,,,,,,,,,,
Quavo,HOTEL LOBBY (Unc & Phew) - A COLORS SHOW,,,,,,,,,,,
Beast Coast,"Left Hand (feat. The Underachievers, Kirk Knight, Nyck Caution & CJ Fly)",0.6940000000000001,0.625,0.265,-6.599,1.0,0.0563,0.011,0.0,0.104,121.793,1.0
iann dior,is it you,,,,,,,,,,,
Baby Keem,cocoa (with Don Toliver),,,,,,,,,,,
Eric Bellinger,G.O.A.T.,0.467,0.636,0.419,-6.96,1.0,0.201,0.0232,0.0,0.138,135.014,7.0
Lil Yachty,Poland,,,,,,,,,,,
Knxwledge,kometostai.aintreallynootherwaytoputitro,,,,,,,,,,,
DJ Khaled,"SORRY NOT SORRY (feat. Nas, JAY-Z & James Fauntleroy) - Harmonies by The Hive",,,,,,,,,,,
Trippie Redd,Never Change (feat. Future),0.345,0.7490000000000001,0.613,-6.065,0.0,0.163,0.121,0.0,0.187,154.984,5.0
Smino,Pudgy (with Lil Uzi Vert),,,,,,,,,,,
Smino,No L's,0.488,0.7290000000000001,0.301,-7.59,1.0,0.24,0.14,0.0,0.3929999999999999,134.912,2.0
Baby Keem,issues,0.6679999999999999,0.638,0.467,-7.871,0.0,0.0282,0.00281,0.0,0.0889,120.009,0.0
Ski Mask The Slump God,Save The Day (feat. Coi Leray & LouGotCash),,,,,,,,,,,
Cochise,On Me,0.866,0.8109999999999999,0.775,-4.566,1.0,0.241,0.00156,0.000199,0.109,169.99900000000002,5.0
Beast Coast,Rubberband,,,,,,,,,,,
Lil Baby,Emotionally Scarred,0.585,0.6409999999999999,0.266,-4.269,0.0,0.133,0.0286,0.0,0.316,176.56799999999998,6.0
Cookin Soul,Thug Till It's Over,,,,,,,,,,,
redveil,morphine (da ways),,,,,,,,,,,
Maxo,Gold Man,,,,,,,,,,,
Kenny Beats,So They Say,,,,,,,,,,,
Drake,No Friends In The Industry,,,,,,,,,,,
Brent Faiyaz,MERCEDES,,,,,,,,,,,
4kptr,Good Time,,,,,,,,,,,
Future,Sleeping On The Floor,,,,,,,,,,,
A$AP Rocky,Bass,,,,,,,,,,,
Drake,F*****g Fans,,,,,,,,,,,
Aminé,meant2b,,,,,,,,,,,
A Boogie Wit da Hoodie,Flood My Wrist (feat. Lil Uzi Vert),0.904,0.672,0.3979999999999999,-6.544,1.0,0.1969999999999999,0.00382,3e-06,0.138,139.984,1.0
Aminé,Charmander,,,,,,,,,,,
Lotus,Shrooms,,,,,,,,,,,
A$AP Rocky,Sandman,,,,,,,,,,,
Trippie Redd,Love Me More,0.638,0.539,0.247,-5.853,1.0,0.0504,0.22,0.0,0.241,166.762,10.0
Young Thug,Icy Hot (with Doja Cat),,,,,,,,,,,
Big Sean,Lithuania (feat. Travis Scott),0.6759999999999999,0.82,0.618,-5.2170000000000005,1.0,0.0554,0.0493,0.0,0.615,152.028,7.0
Lil Yachty,Dynamic Duo (feat. Tee Grizzley),,,,,,,,,,,
Lil Keed,Wavy,0.89,0.472,0.3379999999999999,-7.023,1.0,0.401,0.0643,0.0,0.108,152.018,8.0
David Guetta,Memories (feat. Kid Cudi),,,,,,,,,,,
Black Eyed Peas,Let's Get It Started,,,,,,,,,,,
Kanye West,Gold Digger,0.629,0.696,0.623,-5.572,0.0,0.348,0.0195,0.0,0.0554,186.068,1.0
xanti00,rage,,,,,,,,,,,
The Kid LAROI,MAYBE,0.536,0.221,0.09,-15.768,1.0,0.0426,0.914,0.215,0.0771,140.01,5.0
Offset,Wild Wild West (feat. Gunna),0.902,0.621,0.497,-5.315,1.0,0.1989999999999999,0.0841,0.0,0.138,114.007,9.0
J. Cole,l e t . g o . m y . h a n d (with Bas & 6LACK),,,,,,,,,,,
Cochise,Zoro,,,,,,,,,,,
The Weeknd,Best Friends,0.878,0.6579999999999999,0.595,-3.2910000000000004,0.0,0.496,0.0136,1.28e-05,0.105,160.003,5.0
The Weeknd,Starry Eyes,,,,,,,,,,,
Gunna,private island,,,,,,,,,,,
Gunna,pushin P (feat. Young Thug),,,,,,,,,,,
Gunna,livin wild,,,,,,,,,,,
Gunna,how you did that (feat. Kodak Black),,,,,,,,,,,
Gunna,you & me,0.504,0.855,0.154,-5.424,0.0,0.0536,0.00806,0.377,0.0687,150.096,7.0
Gunna,too easy,,,,,,,,,,,
Gunna,life of sin (feat. Nechie),,,,,,,,,,,
